Scaffold,Inhibitor,Noninhibitor,OddsRatio,p_value,
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCCN1CCOCC1,2,0,inf,0.112261645,-0.949768599
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCc1ccon1,2,0,inf,0.112261645,-0.949768599
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCc1nc2ccccc2s1,2,0,inf,0.112261645,-0.949768599
O=C(CCCc1cc(-c2ccccc2)on1)NCCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CCN1C(=O)COc2ccccc21)NCCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CCS(=O)(=O)Cc1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CCc1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CN(C(=O)Cn1nnc(-c2ccccc2)n1)c1ccccc1)NCC1CCCO1,2,0,inf,0.112261645,-0.949768599
O=C(CN(Cc1ccco1)C(=O)c1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CN(c1ccccc1)S(=O)(=O)c1cnoc1)NCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CN1CCN(CC(=O)Nc2ccccc2)CC1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccc2c(c1)OCO2,2,0,inf,0.112261645,-0.949768599
O=C(CNS(=O)(=O)c1c[nH]cn1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CNc1ccccc1)Nc1ccccc1Oc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(COC(=O)c1ccccc1)c1cc[nH]c1,2,0,inf,0.112261645,-0.949768599
O=C(COC(=O)c1ccccc1-n1cc2c(c1)C1CCC2C1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(COC(=O)c1ccccc1Nc1ccccc1)NCc1ccco1,2,0,inf,0.112261645,-0.949768599
O=C(COc1ccccc1)NN=CCCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(COc1ccccc1)NNC(=O)CSc1ccnc2ccccc12,2,0,inf,0.112261645,-0.949768599
O=C(COc1ccccc1)c1ccc[nH]1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nc2ncc(Cc3ccccc3)cn2n1)NCc1ccco1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1ncc2c(n1)-c1ccccc1CC2)Nc1cnn(Cc2ccccc2)c1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nccn1-c1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnc(-c2ccccc2)n1Cc1ccc2c(c1)OCO2)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnc(COc2ccccc2)[nH]1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnc(CSCc2ccccc2)[nH]1)NCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnc2c(n1)[nH]c1ccccc12)NNC(=O)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(CSc1nnnn1-c1ccccc1)Nc1nc(-c2ccccc2)cs1,2,0,inf,0.112261645,-0.949768599
O=C(C[SH+]c1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cc1ccccc1)NC(CN1CCCC1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cc1ccccc1)NCNC(=S)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cc1cn(-c2ccccc2)c(=O)n1C1CCCCC1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cc1csc(NC(=S)Nc2ccccc2)n1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cc1csc(Nc2ccccc2)n1)NN=Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Cn1nnc(-c2ccccc2)n1)Nc1cccc2c1CCCC2,2,0,inf,0.112261645,-0.949768599
O=C(NC1CCCCC1)C(Nc1ccccc1)c1cccs1,2,0,inf,0.112261645,-0.949768599
O=C(NC1CCCCC1)C(c1ccccc1)N(C(=O)c1cncs1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,2,0,inf,0.112261645,-0.949768599
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1,2,0,inf,0.112261645,-0.949768599
O=C(NCC1CC1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NCCN1CCOCC1)c1cc2n(n1)CCC(c1ccccc1)N2,2,0,inf,0.112261645,-0.949768599
O=C(NCCc1c[nH]c2ccccc12)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NCCc1c[nH]c2ccccc12)c1ccc2c(c1)C(=O)c1ccccc1C2=O,2,0,inf,0.112261645,-0.949768599
O=C(NCNC(=S)Nc1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1cc[nH]n1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1ccccc1)C(c1ccccc1)N(Cc1ccco1)C(=O)c1ccccn1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1ccccc1)C(c1ccncc1)N(C(=O)c1csnn1)C1CC1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,2,0,inf,0.112261645,-0.949768599
O=C(NCc1ccccn1)c1cccc(S(=O)(=O)Nc2ccccc2)c1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1ccco1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1n[nH]c(=S)n1-c1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,2,0,inf,0.112261645,-0.949768599
O=C(NCc1nncn1C1CCCCC1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NN=Cc1ccccc1)c1ccc(Cn2cccn2)o1,2,0,inf,0.112261645,-0.949768599
O=C(NNC(=O)c1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(NNS(=O)(=O)c1ccccc1)c1sc2ncccc2c1-n1cccc1,2,0,inf,0.112261645,-0.949768599
O=C(NNS(=O)(=O)c1ccccc1)c1sccc1-n1cccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccc(NC(=S)NCC2CCCO2)cc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccc2c(c1)OCCO2)c1cc2sccc2n1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccc2c(c1)OCO2,2,0,inf,0.112261645,-0.949768599
O=C(Nc1cccc(C=NNS(=O)(=O)c2ccccc2)c1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)C(Cc1ccccc1)=NC(=O)C1CCCCC1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)C(c1ccccc1)N(C(=O)Cn1nnc2ccccc21)C1CC1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)C1C=Nc2nnnn2C1c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)C1CCCN(S(=O)(=O)c2c[nH]cn2)C1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)N1CCC2(CCCN(C(=O)c3cnccn3)C2)C1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)c1ccc(-n2ccnc2)nc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1)c1cn[nH]c1SCc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1ccncc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1coc2ccccc12)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(Nc1nccs1)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(OCCCN1CCCN(CCCOC(=O)c2ccccc2)CC1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(OCCNCc1ccccc1)C1C=NC=CC1c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(OCCc1c[nH]n(-c2ccccc2)c1=O)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1cc2c(n1Cc1cc[nH]n1)CC1CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21)N1CCCC1,2,0,inf,0.112261645,-0.949768599
O=C(c1cc2c(n1Cc1cccc3ccccc13)CC1CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21)N1CCCC1,2,0,inf,0.112261645,-0.949768599
O=C(c1cc2c(n1Cc1ccsc1)CC1CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21)N1CCCC1,2,0,inf,0.112261645,-0.949768599
O=C(c1cc2c(n1Cc1nc3ccccc3[nH]1)CC1CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21)N1CCCC1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2C=CC1C2,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2Cc3c(ccn3CCc3c[nH]c4ccccc34)C2C1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2Cc3c(ccn3CCc3ccccn3)C2C1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2Cc3c(ccn3Cc3cccc4ccccc34)C2C1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2Cc3c(ccn3Cc3cccnc3)C2C1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CC2Cc3c(ccn3Cc3ccco3)C2C1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CCCC2(CCN(c3ccccn3)C2)C1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1)N1CCCC2(CCN(c3ccncc3)C2)C1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccccc1Nc1ccccc1)N1CCCCC1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccncc1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,2,0,inf,0.112261645,-0.949768599
O=C(c1ccncc1)N1CCCC2(CCN(Cc3ccccc3)C2)C1,2,0,inf,0.112261645,-0.949768599
O=C(c1csnn1)N(Cc1cccs1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C(c1csnn1)N1CCCC2(CCN(Cc3ccccc3)C2)C1,2,0,inf,0.112261645,-0.949768599
O=C1C(=Cc2ccccc2)COc2ccccc21,2,0,inf,0.112261645,-0.949768599
O=C1C(c2ccccc2)N(Cc2ccccc2)C(=O)CN1C1CCCCCC1,2,0,inf,0.112261645,-0.949768599
O=C1C=C2C(C1)CN(C(=O)c1ccccc1)C2Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C1C=C2C(CCC3C2CCC2CCCCC23)C(c2ccoc2)O1,2,0,inf,0.112261645,-0.949768599
O=C1C=C2CCc3c[nH]cc3C2C2(Cc3ccccc3)C(=NCCc3c[nH]c4ccccc34)OC(=O)N12,2,0,inf,0.112261645,-0.949768599
O=C1C=C2CCc3c[nH]cc3C2C2(Cc3ccccc3)C(=NCc3ccccc3)OC(=O)N12,2,0,inf,0.112261645,-0.949768599
O=C1C=C2CCc3c[nH]cc3C2C2C(=NCCc3c[nH]c4ccccc34)OC(=O)N12,2,0,inf,0.112261645,-0.949768599
O=C1C=C2CN(C(=O)c3ccccc3)C(Cc3ccccc3)C2=C1,2,0,inf,0.112261645,-0.949768599
O=C1C=CC2C(=CCC3C2CCC2C(OC(=O)c4ccco4)CCC23)C1,2,0,inf,0.112261645,-0.949768599
O=C1C=CC2C(C1)C(=O)C(=O)C1C2CCC2C(c3ccoc3)CC3OC321,2,0,inf,0.112261645,-0.949768599
O=C1CC(=O)C(n2cncn2)C(c2ccccc2)C1,2,0,inf,0.112261645,-0.949768599
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCC2(CO2)C(=O)CCCCO1,2,0,inf,0.112261645,-0.949768599
O=C1CC(c2ccccc2)Cc2nc(Nc3ccccc3)ncc21,2,0,inf,0.112261645,-0.949768599
O=C1CC23OC4OC5(CCC2C(c2ccoc2)O1)C1CC2CC1C(CC35O4)C2OC(=O)C1CO1,2,0,inf,0.112261645,-0.949768599
O=C1CC2=C3CC4CCCC(C4=O)C3CCC2C(c2ccoc2)O1,2,0,inf,0.112261645,-0.949768599
O=C1CC2C(CCC34OC5OC67CC(CC6CC23O5)CC74)C(c2ccoc2)O1,2,0,inf,0.112261645,-0.949768599
O=C1CC2CN(C(=O)c3ccccc3)C(Cc3ccccc3)C2C1,2,0,inf,0.112261645,-0.949768599
O=C1CCC2=C(CCC3=C2C(c2ccccc2)CC2CCCC32)C1,2,0,inf,0.112261645,-0.949768599
O=C1CCC2c3ccccc3CCC2C1,2,0,inf,0.112261645,-0.949768599
O=C1CCC=CCc2ccccc2C(=O)OCCCC1,2,0,inf,0.112261645,-0.949768599
O=C1CCOC2CCC3CCCCC3C12,2,0,inf,0.112261645,-0.949768599
O=C1CNCN1CCn1ccc2c1CC1CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21,2,0,inf,0.112261645,-0.949768599
O=C1N=C(CSc2nc3ccccc3s2)CC(c2ccccc2)N1,2,0,inf,0.112261645,-0.949768599
O=C1Nc2ccccc2C12NCC(c1ccccc1)C21COc2ccccc2C1=O,2,0,inf,0.112261645,-0.949768599
O=C1Nc2ccccc2C1=Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C1OC(=NCc2ccccc2)C2C3C(=CCc4c[nH]cc43)C=CN12,2,0,inf,0.112261645,-0.949768599
O=C1OC(C2NCCc3cc4c(cc32)OCO4)c2ccc3c(c21)OCO3,2,0,inf,0.112261645,-0.949768599
O=C1OCCC1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,2,0,inf,0.112261645,-0.949768599
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(Cc1ccccc1)c1ccccc1-c1nnc(-c2ccccc2)o1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(NC(=Nc1ccccc1)c1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(NC(c1ccccc1)C1CC1)c1ccc2ccccc2c1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(NCCSCc1ccccc1)c1ccc2c(c1)OCCO2,2,0,inf,0.112261645,-0.949768599
O=S(=O)(NN=Cc1ccccc1OCc1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(Nc1ccccc1)c1ccc(N2CCCCC2)cc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(Nc1ccccc1CNc1nc2ccccc2[nH]1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(c1cccc2ccccc12)N1CCCNCC1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(c1cccc2cnccc12)N1CCNCC1,2,0,inf,0.112261645,-0.949768599
O=S(=O)(c1ccccc1)N1CC2CCCN2c2ccccc21,2,0,inf,0.112261645,-0.949768599
O=S1(=O)CC(SCc2ccccc2)=Nc2ccccc21,2,0,inf,0.112261645,-0.949768599
O=S1(=O)CCN(CCc2cn(Cc3ccccc3)c3ccccc23)CC1,2,0,inf,0.112261645,-0.949768599
O=c1[nH]c2c(s1)C(c1ccccc1)c1cn(-c3ccccc3)cc1S2,2,0,inf,0.112261645,-0.949768599
O=c1nc[nH]c2c1C(c1ccncc1)CC=N2,2,0,inf,0.112261645,-0.949768599
S=C(NCCSCc1ccccc1)Nc1ccccc1,2,0,inf,0.112261645,-0.949768599
S=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccco1,2,0,inf,0.112261645,-0.949768599
S=c1[nH]nc(-c2ccc3ccccc3n2)n1Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
S=c1[nH]nc(-c2cccs2)n1N=Cc1ccccc1,2,0,inf,0.112261645,-0.949768599
[CH]=C(Cc1ccccc1)c1ccccc1,2,0,inf,0.112261645,-0.949768599
c1cc(CN2CCCC3(CCNCC3)C2)ccn1,2,0,inf,0.112261645,-0.949768599
c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2ccc3ncnc(-n4ccnc4)c3c2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2csc(-c3nc4ccccc4[nH]3)n2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccccc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc(NCCc3c[nH]cn3)c3ccccc3n2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc3c(NC4CCCCC4)ncnc3[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc3cncnc3n2CC2CCCN2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nc3cncnc3n2CCN2CCCCC2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nccc(NCCN3CCOCC3)n2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(-n2cnc3cc(NCc4cccs4)ccc32)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(C(c2ccccc2)N2CCCC3(CCNCC3)C2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(C2C3CN(CC4CCCCC4)C(c4ccccc4)C34CC2(c2cccnc2)C4)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(C2C3CN(Cc4cccnc4)C(c4ccccc4)C34CC2(c2cccnc2)C4)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(C2CCc3ccccc32)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CC(Cc2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CCCCNCCc2ccccc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CNc2cc(-c3ccoc3)ncn2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CNc2ncncc2-c2ccoc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CNc2ncncc2-c2cnoc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CON=C2CCCC3c4cn(Cc5ccc6c(c5)OCO6)cc4CCC23)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CSCCc2ccncc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CSc2nnc(-c3ccccc3)[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CSc2nnc(-c3sccc3-n3cccc3)o2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CSc2nnc(CNc3ccccc3)n2-c2ccccc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(CSc2nncn2Cc2ccccc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(Cc2cc3ccccc3[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(Nc2ncnc3ccccc23)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(Nc2ncncc2-c2ccoc2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc(OCc2nc3ccccc3[nH]2)cc1,2,0,inf,0.112261645,-0.949768599
c1ccc2[nH]c(-c3csc4c3CCCC4)nc2c1,2,0,inf,0.112261645,-0.949768599
c1ccc2c(c1)NCn1c-2nc2ccccc21,2,0,inf,0.112261645,-0.949768599
c1ccc2c(c1)cc1c3c(cccc32)CCN1,2,0,inf,0.112261645,-0.949768599
c1cncc(-c2ccc3ncncc3c2)c1,2,0,inf,0.112261645,-0.949768599
c1cncc(-c2ncc3ccccc3n2)c1,2,0,inf,0.112261645,-0.949768599
c1coc(COCCCON=C2CCCC3c4cn(Cc5ccc6c(c5)OCO6)cc4CCC23)c1,2,0,inf,0.112261645,-0.949768599
c1nc(N2CCNCC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,2,0,inf,0.112261645,-0.949768599
c1ncc(-c2cnoc2)cn1,2,0,inf,0.112261645,-0.949768599
c1ncc2cc(-c3ccc4c(c3)OCO4)ccc2n1,2,0,inf,0.112261645,-0.949768599
c1ncc2sccc2n1,2,0,inf,0.112261645,-0.949768599
c1ccc(-c2cc3ccccc3[nH]2)cc1,3,1,5.957094784,0.112633254,-0.948333369
c1ccc(-c2nc(NCc3ccco3)c3ccccc3n2)cc1,3,1,5.957094784,0.112633254,-0.948333369
O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1,1,10,0.198206278,0.113045012,-0.946748597
c1ccc(-c2ccncn2)cc1,1,10,0.198206278,0.113045012,-0.946748597
c1cncnc1,2,12,0.330342959,0.161947537,-0.790625652
c1ccc(CN2CCC3CCCCC32)cc1,5,4,2.482463524,0.172816342,-0.762415192
C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2,0,5,0,0.176003555,-0.754478559
C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,0,5,0,0.176003555,-0.754478559
C1COCCN1,0,5,0,0.176003555,-0.754478559
N=C1CCCC2c3cn(C4CCCCC4)cc3CCC12,0,5,0,0.176003555,-0.754478559
N=C1CCCC2c3cn(CC4CCCO4)cc3CCC12,0,5,0,0.176003555,-0.754478559
O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,0,5,0,0.176003555,-0.754478559
O=C(Nc1ccccc1)C1CCCCC1,0,5,0,0.176003555,-0.754478559
O=C(c1ccccc1)N1CC=CC1,0,5,0,0.176003555,-0.754478559
O=C(c1ccccc1)N1CCC2(CC1)CN(Cc1ccccc1)C2,0,5,0,0.176003555,-0.754478559
O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,5,0,0.176003555,-0.754478559
O=C1C=CCCC1,0,5,0,0.176003555,-0.754478559
O=C1CC2C(CC34C5CCC36CC(=O)OC6OC24C(=O)O5)O1,0,5,0,0.176003555,-0.754478559
O=C1NC2CSCC2N1,0,5,0,0.176003555,-0.754478559
O=c1cc[nH]c2ccccc12,0,5,0,0.176003555,-0.754478559
c1ccc(-c2cc(NCc3ccco3)ncn2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(-c2cccc(N3CC4(CCNCC4)C3)c2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(-c2nnc3cccnn23)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(CN(Cc2ccccc2)C2CCCCC2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(CN2CCNCC2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(Cc2ccccn2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(NCc2cnc3ncncc3n2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(Oc2ccccn2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc(Oc2ccnc(-c3ccccc3)n2)cc1,0,5,0,0.176003555,-0.754478559
c1ccc2c(c1)CCCO2,0,5,0,0.176003555,-0.754478559
c1ccc2c(c1)[nH]c1ncnnc12,0,5,0,0.176003555,-0.754478559
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,0,5,0,0.176003555,-0.754478559
c1ccc2nc3c(cc2c1)CCO3,0,5,0,0.176003555,-0.754478559
c1cnc(N2CCCC3(CCNCC3)C2)nc1,0,5,0,0.176003555,-0.754478559
c1nc(NC2CCCC2)c2ncn(C3CCCO3)c2n1,0,5,0,0.176003555,-0.754478559
c1ccc(-n2cccc2)cc1,1,9,0.220260339,0.180180583,-0.744292013
C1=CCNC1,0,6,0,0.188169619,-0.725450494
C1CC2(CCN1)CCNCC2,0,6,0,0.188169619,-0.725450494
O=C(Nc1ccccc1)Nc1ccccc1,0,6,0,0.188169619,-0.725450494
O=C(c1ccccc1)N1CCC2(CCNCC2)CC1,0,6,0,0.188169619,-0.725450494
O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCC(OC6CCC(OC7CCCCO7)CO6)CO5)CC4CCC23)CO1,0,6,0,0.188169619,-0.725450494
O=C1CCC2C1CCC1c3ccccc3CCC12,0,6,0,0.188169619,-0.725450494
O=C1CCCC1,0,6,0,0.188169619,-0.725450494
O=S1(=O)NCNc2ccccc21,0,6,0,0.188169619,-0.725450494
O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,0,6,0,0.188169619,-0.725450494
O=c1cc[nH]c(=O)[nH]1,0,6,0,0.188169619,-0.725450494
O=c1ccc2ccccc2[nH]1,0,6,0,0.188169619,-0.725450494
c1ccc(-c2cc(N3CCNCC3)ncn2)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(-c2ccc[nH]2)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(C2CCCCN2)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(C2CNCCc3ccccc32)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(CNCc2ccccc2)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(CON=C2CCCC3c4c[nH]cc4CCC23)cc1,0,6,0,0.188169619,-0.725450494
c1ccc(OCCCOc2ccccc2)cc1,0,6,0,0.188169619,-0.725450494
c1ccc2c(c1)CCNC2,0,6,0,0.188169619,-0.725450494
c1ccc2c(c1)Cc1ccccc1-2,0,6,0,0.188169619,-0.725450494
c1ncc2cn[nH]c2n1,0,6,0,0.188169619,-0.725450494
c1ccc(CN2CCCC3(CCNCC3)C2)cc1,3,14,0.424725583,0.20469396,-0.688894972
C1=CC(c2cccs2)CC=N1,2,1,3.970283151,0.261578382,-0.58239815
O=C(CCc1ccccc1)NCc1ccccc1,2,1,3.970283151,0.261578382,-0.58239815
